Name,Father's Name,ID Number,Phone Number,Address,Specialty,Latitude,Longitude
Arsalan Nisar,Ali Nisar,39208-5853415-7,3555622711,"45 Road, Kimari,City",Electrician,30.9706313,-95.8876363
Nisar Faizan,Hassan Nisar,46475-1871709-2,3038696316,"747 Street, Gulshan,Town",Key Maker,24.9180271,67.0970916
Arsalan Ahmed,Arsalan Haider,90380-4459867-5,3603613299,"63 Street, Saddar,Town",Denter,24.8531846,67.0166725
Afzal Qazi Mairaj,Ahmed Muhammad,38092-9254011-9,3662653470,"79 Road, Orangi,Town",Auto Mechanic,24.9517285,67.00227149999999
Haider Bilal,Arsalan Ali,13604-5405691-8,3203584501,"606 Street, Gulshan,City",Denter,33.2573986,73.1455467
Haider Qazi Mairaj,Arsalan Qamar,30287-6513664-4,3552684959,"601 Street, Korangi,City",Denter,24.8387414,67.1209226
Muhammad Muhammad,Muhammad Muhammad,38856-5184863-6,3730292301,"21 Avenue, Korangi,City",Body-Mechanic,24.8387414,67.1209226
Qamar Hassan,Afzal Bilal,65578-3832599-7,3975183708,"284 Avenue, Gulshan,City",Body-Mechanic,33.2573986,73.1455467
Hassan Ahmed,Afzal Faizan,85205-5856919-9,3958280218,"259 Road, Johar,Town",Key Maker,31.469693,74.27284610000001
Haider Nisar,Ahmed Muhammad,77943-8580096-7,3689039149,"728 Avenue, Liaquatabad,City",Body-Mechanic,24.9046605,67.0472374
Muhammad Arsalan,Bilal Afzal,65587-1592434-5,3648934256,"888 Street, Gulshan,City",Key Maker,,
Qamar Qamar,Arsalan Qamar,64463-8896378-5,3412729112,"585 Road, Orangi,City",Denter,24.9517285,67.00227149999999
Ali Qamar,Haider Bilal,54825-2024552-8,3985035061,"203 Road, Liaquatabad,Town",Auto Mechanic,24.9046605,67.0472374
Ahmed Haider,Faizan Ahmed,84816-7553763-2,3449575744,"116 Avenue, Orangi,Town",Key Maker,24.9517285,67.00227149999999
Qamar Hassan,Haider Nisar,13559-7497009-7,3296016932,"265 Avenue, Korangi,City",Painter,24.8387414,67.1209226
Muhammad Afzal,Faizan Ali,39821-7244581-9,3078778018,"635 Road, Liaquatabad,City",Painter,24.9046605,67.0472374
Bilal Faizan,Muhammad Qamar,46416-7796796-4,3577877090,"651 Avenue, Johar,Town",Auto Mechanic,31.469693,74.27284610000001
Bilal Faizan,Haider Bilal,28471-7882613-7,3234683872,"45 Road, Johar,Town",Auto Mechanic,31.469693,74.27284610000001
Haider Muhammad,Qazi Mairaj Nisar,53812-3326603-7,3957475727,"247 Street, Saddar,Town",Painter,24.8531846,67.0166725
Qazi Mairaj Faizan,Ali Arsalan,62543-4840551-3,3437394693,"324 Avenue, Kimari,City",Electrician,,
Muhammad Afzal,Afzal Muhammad,76060-8485289-7,3826433011,"29 Avenue, Gulshan,Town",Flat Tire Mechanic,24.9180271,67.0970916
Ahmed Haider,Ali Muhammad,36214-3390670-5,3602710613,"197 Street, Liaquatabad,Town",Auto Mechanic,24.9046605,67.0472374
Faizan Ahmed,Qamar Nisar,94618-8418009-9,3405802253,"749 Road, Five Star,Town",Auto Mechanic,,
Haider Qazi Mairaj,Muhammad Muhammad,94526-2792663-9,3493898233,"114 Road, Orangi,Town",Denter,24.9517285,67.00227149999999
Ali Faizan,Bilal Faizan,34242-2397232-2,3248122469,"935 Road, Five Star,Town",Body-Mechanic,,
Afzal Qazi Mairaj,Bilal Nisar,79407-1735256-7,3185127716,"372 Street, Gulshan,City",Auto Mechanic,33.2573986,73.1455467
Bilal Faizan,Nisar Bilal,43037-8096398-8,3980598381,"60 Road, Korangi,City",Auto Mechanic,24.8387414,67.1209226
Qamar Nisar,Ali Hassan,95403-6719038-5,3873923628,"207 Road, Gulshan,Town",Auto Mechanic,24.9180271,67.0970916
Ahmed Qamar,Afzal Afzal,17369-8740054-4,3182742335,"231 Road, Five Star,City",Auto Mechanic,,
Qamar Qazi Mairaj,Afzal Ali,49108-5596293-6,3348171670,"64 Avenue, Orangi,Town",Key Maker,24.9517285,67.00227149999999
Ahmed Bilal,Qazi Mairaj Nisar,75208-6707078-4,3037910013,"664 Street, Saddar,City",Body-Mechanic,24.8615984,67.0290744
Qazi Mairaj Nisar,Bilal Ali,65802-5991786-5,3082988414,"871 Avenue, Saddar,City",Painter,24.8615984,67.0290744
Muhammad Faizan,Afzal Qamar,14505-4423062-9,3613983188,"27 Street, Liaquatabad,City",Auto Mechanic,24.9033028,67.0495856
Nisar Hassan,Ali Ali,79671-6384040-5,3279530245,"309 Street, Liaquatabad,Town",Flat Tire Mechanic,24.9046605,67.0472374
Qamar Hassan,Bilal Muhammad,12722-5707334-8,3225393533,"177 Street, Liaquatabad,City",Key Maker,24.9046605,67.0472374
Muhammad Bilal,Qamar Muhammad,57246-3581883-9,3079649105,"164 Road, Orangi,City",Denter,24.9517285,67.00227149999999
Qazi Mairaj Muhammad,Haider Arsalan,65468-7812036-7,3796620495,"944 Street, Saddar,City",Auto Mechanic,24.8615984,67.0290744
Arsalan Muhammad,Muhammad Ahmed,52071-1657119-7,3026933555,"381 Street, Orangi,City",Painter,24.9517285,67.00227149999999
Arsalan Haider,Nisar Qamar,73989-7552348-7,3114178915,"143 Road, Five Star,City",Denter,,
Afzal Ali,Ali Faizan,81349-6246923-1,3043905396,"199 Street, Five Star,Town",Auto Mechanic,,
Hassan Ahmed,Arsalan Ali,58477-8898462-4,3576009438,"189 Avenue, Korangi,Town",Key Maker,24.8387414,67.1209226
Hassan Muhammad,Muhammad Bilal,58722-1223636-5,3706230157,"947 Avenue, Korangi,Town",Auto Mechanic,24.8387414,67.1209226
Arsalan Muhammad,Muhammad Qazi Mairaj,26274-4644305-4,3773697603,"995 Road, Kimari,Town",Denter,24.8787702,66.87899999999999
Qazi Mairaj Muhammad,Muhammad Hassan,11464-4399965-9,3023291194,"966 Road, Korangi,City",Auto Mechanic,24.8387414,67.1209226
Muhammad Qamar,Muhammad Haider,31402-4575974-6,3855821852,"87 Street, Five Star,City",Denter,,
Nisar Faizan,Hassan Ali,30947-4055189-6,3757415032,"350 Avenue, Kimari,City",Electrician,,
Muhammad Ali,Afzal Hassan,53686-2213440-5,3660783444,"647 Street, Korangi,Town",Electrician,24.8387414,67.1209226
Nisar Muhammad,Muhammad Qazi Mairaj,78869-4996948-1,3574497921,"164 Road, Orangi,City",Denter,24.9517285,67.00227149999999
Muhammad Arsalan,Faizan Arsalan,96541-8107893-4,3393980471,"276 Street, Johar,City",Electrician,,
Nisar Arsalan,Ali Qamar,76411-2858456-9,3128907034,"138 Street, Saddar,Town",Body-Mechanic,24.8531846,67.0166725
Qamar Muhammad,Bilal Ahmed,79836-3284227-5,3755209669,"860 Street, Liaquatabad,Town",Denter,24.9046605,67.0472374
Ali Haider,Qazi Mairaj Nisar,53733-7487840-2,3649302950,"897 Street, Orangi,Town",Body-Mechanic,24.9517285,67.00227149999999
Faizan Qamar,Bilal Ahmed,55168-4289718-9,3810737496,"829 Road, Five Star,City",Electrician,,
Bilal Bilal,Muhammad Afzal,69418-8446733-2,3157341924,"411 Road, Liaquatabad,Town",Denter,24.9046605,67.0472374
Afzal Faizan,Faizan Hassan,40926-9965876-8,3347200946,"16 Avenue, Gulshan,City",Auto Mechanic,33.2573986,73.1455467
Bilal Bilal,Ahmed Bilal,21317-2569367-3,3162635332,"820 Avenue, Johar,City",Flat Tire Mechanic,,
Qazi Mairaj Arsalan,Nisar Muhammad,22740-6457523-2,3775344004,"766 Street, Korangi,City",Auto Mechanic,24.8387414,67.1209226
Nisar Faizan,Haider Muhammad,29908-8327593-8,3498700547,"235 Street, Kimari,City",Auto Mechanic,,
Afzal Hassan,Hassan Muhammad,46949-6211736-2,3492077958,"407 Avenue, Five Star,Town",Key Maker,,
Ahmed Muhammad,Hassan Haider,22215-3436749-7,3011478245,"190 Avenue, Saddar,Town",Electrician,24.8531846,67.0166725
Faizan Muhammad,Haider Arsalan,30738-6911163-7,3463500569,"458 Avenue, Kimari,Town",Body-Mechanic,24.8787702,66.87899999999999
Muhammad Bilal,Nisar Ali,70392-5450027-3,3156278903,"818 Street, Liaquatabad,Town",Body-Mechanic,24.9046605,67.0472374
Muhammad Qazi Mairaj,Muhammad Bilal,12580-3372776-5,3580557287,"565 Avenue, Saddar,City",Denter,24.8615984,67.0290744
Bilal Afzal,Afzal Haider,59046-3080206-8,3127800965,"840 Avenue, Korangi,City",Flat Tire Mechanic,24.8387414,67.1209226
Qamar Qazi Mairaj,Ahmed Qazi Mairaj,29086-4361249-8,3569264727,"593 Avenue, Johar,City",Key Maker,,
Afzal Haider,Ahmed Muhammad,80151-2658243-1,3587601661,"931 Avenue, Johar,Town",Body-Mechanic,31.469693,74.27284610000001
Muhammad Arsalan,Muhammad Hassan,92048-5280139-3,3227117938,"57 Avenue, Five Star,City",Key Maker,,
Nisar Muhammad,Faizan Afzal,28659-6740693-4,3545299507,"701 Road, Kimari,City",Painter,-29.9204117,30.8675966
Ahmed Muhammad,Hassan Afzal,51878-3572450-4,3666267049,"837 Street, Orangi,Town",Denter,24.9517285,67.00227149999999
Ahmed Qazi Mairaj,Afzal Arsalan,25519-3436971-7,3292295302,"494 Avenue, Johar,City",Electrician,,
Muhammad Ahmed,Muhammad Ahmed,91031-9769655-4,3466854457,"335 Avenue, Korangi,Town",Body-Mechanic,24.8387414,67.1209226
Arsalan Hassan,Nisar Bilal,55181-8439730-1,3386509548,"888 Avenue, Saddar,City",Auto Mechanic,24.8615984,67.0290744
Haider Qamar,Qamar Ali,56859-3770559-3,3639923469,"990 Road, Korangi,City",Auto Mechanic,24.8387414,67.1209226
Qamar Hassan,Afzal Muhammad,15169-9555562-3,3833064431,"940 Road, Kimari,City",Electrician,,
Afzal Haider,Haider Muhammad,40016-2045345-4,3385829157,"413 Street, Five Star,City",Electrician,,
Hassan Bilal,Bilal Hassan,60767-1995782-5,3878085932,"178 Road, Liaquatabad,Town",Denter,24.9046605,67.0472374
Ahmed Bilal,Arsalan Ali,91753-4295931-9,3746644691,"19 Avenue, Liaquatabad,Town",Electrician,24.9046605,67.0472374
Muhammad Arsalan,Arsalan Nisar,48425-8381989-2,3115323370,"66 Road, Johar,City",Body-Mechanic,36.1450958,-96.0023638
Arsalan Nisar,Bilal Bilal,56466-1052756-1,3943049126,"146 Road, Korangi,Town",Body-Mechanic,24.8387414,67.1209226
Bilal Bilal,Ali Ahmed,90091-6329972-6,3723394015,"561 Street, Gulshan,Town",Painter,24.9180271,67.0970916
Nisar Afzal,Haider Ali,46285-2309985-3,3581292374,"394 Street, Korangi,City",Painter,24.8387414,67.1209226
Faizan Hassan,Qamar Ali,24301-2765170-8,3296997088,"801 Road, Kimari,City",Key Maker,,
Qamar Muhammad,Bilal Qazi Mairaj,95258-3303553-8,3398411262,"271 Road, Johar,Town",Flat Tire Mechanic,31.469693,74.27284610000001
Arsalan Haider,Ahmed Haider,63672-8574113-7,3731118503,"942 Street, Gulshan,City",Painter,,
Qamar Muhammad,Qazi Mairaj Qazi Mairaj,71405-6872937-8,3797908658,"269 Road, Liaquatabad,City",Denter,24.9046605,67.0472374
Arsalan Faizan,Afzal Qamar,22263-7119405-3,3789486938,"194 Street, Korangi,City",Painter,24.8387414,67.1209226
Afzal Afzal,Ali Nisar,52284-7083297-6,3711918467,"433 Road, Kimari,Town",Body-Mechanic,24.8787702,66.87899999999999
Ali Qazi Mairaj,Afzal Arsalan,55737-9104742-9,3281710018,"338 Street, Kimari,City",Electrician,,
Muhammad Bilal,Hassan Ali,49288-9612689-4,3900461770,"586 Road, Johar,City",Body-Mechanic,,
Haider Faizan,Ali Afzal,56608-7186658-4,3677601966,"546 Street, Orangi,City",Key Maker,24.9517285,67.00227149999999
Faizan Afzal,Muhammad Qazi Mairaj,41126-5893845-5,3247513521,"37 Road, Johar,Town",Painter,31.469693,74.27284610000001
Bilal Ahmed,Nisar Ali,84070-3692424-3,3798842496,"320 Avenue, Orangi,City",Body-Mechanic,24.9517285,67.00227149999999
Ahmed Bilal,Hassan Bilal,16239-6927850-3,3016412681,"597 Street, Kimari,Town",Denter,24.8787702,66.87899999999999
Arsalan Ahmed,Ahmed Nisar,20634-7314272-3,3847517513,"331 Road, Orangi,City",Painter,24.9517285,67.00227149999999
Nisar Hassan,Muhammad Ahmed,63201-9647381-9,3430360768,"176 Road, Johar,Town",Key Maker,31.469693,74.27284610000001
Hassan Muhammad,Muhammad Qazi Mairaj,12103-3628328-1,3605862917,"376 Avenue, Liaquatabad,Town",Denter,24.9046605,67.0472374
Ahmed Afzal,Muhammad Qazi Mairaj,24063-7729644-6,3813334115,"961 Street, Orangi,City",Key Maker,24.9517285,67.00227149999999
Haider Nisar,Qamar Nisar,23912-3931664-5,3517075431,"314 Road, Liaquatabad,Town",Body-Mechanic,24.9046605,67.0472374
Qamar Ahmed,Qamar Qamar,88753-6873055-1,3015541422,"111 Avenue, Johar,City",Body-Mechanic,,
Muhammad Hassan,Ahmed Qazi Mairaj,51348-8596180-2,3456388554,"341 Street, Orangi,City",Auto Mechanic,24.9517285,67.00227149999999
Afzal Haider,Hassan Muhammad,40391-3612907-7,3287045525,"261 Street, Five Star,Town",Key Maker,,
Hassan Nisar,Ali Hassan,67620-9853085-8,3035435451,"648 Road, Five Star,City",Key Maker,,
Qamar Bilal,Faizan Faizan,66237-7007481-7,3740653193,"156 Road, Gulshan,Town",Electrician,24.9180271,67.0970916
Bilal Ali,Afzal Muhammad,29762-5361615-3,3160099596,"67 Avenue, Liaquatabad,City",Key Maker,24.9046605,67.0472374
Arsalan Qamar,Arsalan Hassan,87314-9183253-1,3223202576,"151 Street, Saddar,Town",Painter,24.8531846,67.0166725
Ali Muhammad,Bilal Ahmed,23614-1177463-8,3032985760,"441 Avenue, Five Star,Town",Auto Mechanic,,
Hassan Haider,Qamar Bilal,62791-1789661-9,3701364232,"92 Avenue, Liaquatabad,Town",Key Maker,24.9046605,67.0472374
Hassan Muhammad,Qazi Mairaj Hassan,50201-3086577-3,3393964049,"250 Avenue, Orangi,City",Denter,24.9517285,67.00227149999999
Ali Haider,Bilal Muhammad,25932-3184999-7,3710586586,"483 Road, Kimari,City",Denter,,
Haider Arsalan,Faizan Qazi Mairaj,74294-2995089-1,3325562075,"389 Avenue, Korangi,City",Painter,24.8387414,67.1209226
Afzal Haider,Bilal Ali,87718-3544358-7,3630040486,"482 Avenue, Korangi,City",Electrician,24.8387414,67.1209226
Muhammad Nisar,Qamar Ahmed,22546-7568088-7,3930729331,"377 Avenue, Saddar,City",Auto Mechanic,24.8615984,67.0290744
Ali Ali,Nisar Faizan,39442-1049374-9,3927256098,"30 Street, Five Star,Town",Auto Mechanic,,
Qamar Faizan,Bilal Qamar,72605-6099432-6,3256717795,"953 Avenue, Johar,Town",Key Maker,31.469693,74.27284610000001
Ahmed Afzal,Faizan Qazi Mairaj,46432-7152874-5,3850374302,"384 Road, Saddar,Town",Body-Mechanic,24.8531846,67.0166725
Muhammad Faizan,Qamar Haider,76748-9246453-6,3082008233,"797 Road, Gulshan,Town",Electrician,24.9180271,67.0970916
Hassan Nisar,Haider Muhammad,49317-7880543-9,3322654531,"853 Avenue, Gulshan,City",Denter,,
Qazi Mairaj Ali,Ali Afzal,44282-9863499-5,3257889756,"746 Avenue, Kimari,City",Painter,,
Qazi Mairaj Faizan,Ali Qazi Mairaj,89010-1868456-2,3996045025,"324 Street, Five Star,Town",Denter,,
Qamar Ahmed,Muhammad Nisar,18513-7481596-2,3762051905,"752 Street, Kimari,City",Painter,,
Nisar Muhammad,Nisar Faizan,17154-7703292-4,3156972147,"313 Avenue, Orangi,City",Electrician,24.9517285,67.00227149999999
Haider Arsalan,Muhammad Arsalan,17586-9180036-7,3768584765,"750 Street, Orangi,Town",Electrician,24.9517285,67.00227149999999
Muhammad Qamar,Haider Qazi Mairaj,29221-4762645-8,3503207550,"823 Road, Five Star,Town",Denter,,
Qazi Mairaj Faizan,Qazi Mairaj Haider,46175-5939950-1,3740568233,"624 Avenue, Johar,Town",Denter,31.469693,74.27284610000001
Afzal Muhammad,Bilal Haider,54537-8903312-3,3377336689,"54 Street, Gulshan,Town",Key Maker,24.9180271,67.0970916
Faizan Muhammad,Ahmed Ahmed,43864-1228539-9,3899310783,"957 Avenue, Kimari,City",Body-Mechanic,,
Qamar Ali,Nisar Nisar,84181-2712680-2,3974708195,"198 Road, Korangi,City",Key Maker,24.8387414,67.1209226
Arsalan Hassan,Hassan Faizan,58675-8855637-9,3289925032,"354 Street, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Haider Afzal,Ahmed Haider,68767-8274981-1,3991166073,"553 Road, Kimari,City",Auto Mechanic,,
Qamar Hassan,Faizan Nisar,42303-6117207-3,3622373301,"269 Road, Saddar,Town",Flat Tire Mechanic,24.8531846,67.0166725
Hassan Bilal,Arsalan Bilal,56569-3659606-7,3871298753,"285 Street, Five Star,City",Flat Tire Mechanic,,
Muhammad Ali,Afzal Ahmed,27373-2957949-4,3573106867,"230 Street, Orangi,City",Auto Mechanic,24.9517285,67.00227149999999
Qamar Muhammad,Bilal Qazi Mairaj,26263-1604990-9,3978156540,"826 Avenue, Five Star,City",Flat Tire Mechanic,,
Arsalan Hassan,Muhammad Qamar,90018-8122456-4,3094389265,"758 Avenue, Johar,Town",Auto Mechanic,31.469693,74.27284610000001
Ahmed Muhammad,Haider Nisar,11142-9429601-6,3537526666,"742 Avenue, Kimari,City",Electrician,,
Hassan Bilal,Muhammad Ahmed,40198-1346798-5,3849931683,"818 Avenue, Saddar,Town",Body-Mechanic,24.8531846,67.0166725
Arsalan Muhammad,Afzal Afzal,84740-7869047-1,3320122905,"599 Road, Kimari,Town",Painter,24.8787702,66.87899999999999
Ahmed Nisar,Afzal Ahmed,24683-9416936-4,3779166109,"422 Road, Five Star,Town",Denter,,
Nisar Qamar,Arsalan Nisar,82615-7551180-4,3065296594,"601 Street, Saddar,Town",Electrician,24.8531846,67.0166725
Faizan Ahmed,Ahmed Muhammad,49944-7125192-2,3387364559,"522 Road, Johar,City",Body-Mechanic,,
Muhammad Bilal,Muhammad Afzal,10989-3532437-7,3417283439,"539 Street, Kimari,City",Electrician,,
Qamar Nisar,Nisar Hassan,39168-5457979-7,3920782708,"430 Road, Liaquatabad,City",Denter,24.9046605,67.0472374
Afzal Hassan,Bilal Nisar,91281-3766858-4,3182831464,"725 Avenue, Orangi,City",Body-Mechanic,24.9517285,67.00227149999999
Faizan Qamar,Qazi Mairaj Haider,23645-3661563-5,3295235203,"83 Street, Korangi,City",Denter,24.8387414,67.1209226
Qamar Muhammad,Qazi Mairaj Haider,59447-5661722-2,3253697588,"396 Avenue, Five Star,Town",Electrician,,
Muhammad Qazi Mairaj,Hassan Ahmed,23106-9330269-8,3581875602,"493 Avenue, Liaquatabad,City",Key Maker,24.9046605,67.0472374
Hassan Muhammad,Arsalan Afzal,21546-4173458-9,3400982776,"497 Street, Kimari,Town",Key Maker,24.8787702,66.87899999999999
Qamar Arsalan,Arsalan Arsalan,73825-7243438-3,3648746315,"836 Road, Saddar,City",Key Maker,24.8615984,67.0290744
Arsalan Haider,Hassan Nisar,71512-1863787-6,3664569792,"954 Street, Orangi,Town",Denter,24.9517285,67.00227149999999
Nisar Muhammad,Ahmed Nisar,80778-1286423-8,3244689976,"470 Street, Orangi,Town",Body-Mechanic,24.9517285,67.00227149999999
Haider Haider,Faizan Faizan,67737-1697855-5,3082524498,"845 Road, Johar,Town",Electrician,31.469693,74.27284610000001
Arsalan Muhammad,Haider Hassan,88634-9612790-3,3180674002,"611 Road, Kimari,City",Flat Tire Mechanic,25.1243442,55.4457376
Ahmed Ahmed,Arsalan Afzal,50668-2485041-3,3603024834,"75 Road, Five Star,Town",Denter,,
Qazi Mairaj Muhammad,Afzal Bilal,52109-9176928-8,3091456912,"582 Road, Kimari,City",Body-Mechanic,,
Muhammad Nisar,Ahmed Muhammad,10552-1277472-2,3521420120,"976 Avenue, Saddar,Town",Denter,24.8531846,67.0166725
Muhammad Qazi Mairaj,Qamar Nisar,60606-5115546-2,3651352998,"819 Street, Liaquatabad,City",Body-Mechanic,24.9046605,67.0472374
Qazi Mairaj Qamar,Afzal Ahmed,34528-1616482-4,3614348357,"950 Avenue, Orangi,City",Denter,24.9517285,67.00227149999999
Muhammad Muhammad,Bilal Arsalan,58097-7705937-6,3044023264,"928 Street, Kimari,Town",Painter,24.8787702,66.87899999999999
Ali Muhammad,Ahmed Faizan,21349-2900323-3,3028486702,"715 Street, Johar,City",Auto Mechanic,,
Hassan Qamar,Bilal Muhammad,65374-1552791-5,3350260280,"234 Road, Five Star,City",Painter,,
Muhammad Muhammad,Muhammad Muhammad,53131-4196557-8,3884842743,"741 Street, Orangi,Town",Key Maker,24.9517285,67.00227149999999
Bilal Qazi Mairaj,Haider Afzal,35759-7599110-5,3867417233,"278 Street, Five Star,Town",Key Maker,,
Qazi Mairaj Qamar,Hassan Ali,45196-7721376-1,3906448945,"961 Road, Johar,Town",Body-Mechanic,31.469693,74.27284610000001
Ahmed Muhammad,Faizan Faizan,32859-1852745-9,3614193986,"897 Street, Saddar,Town",Key Maker,24.8531846,67.0166725
Haider Qamar,Ahmed Hassan,69290-4623901-3,3780376771,"274 Street, Gulshan,City",Body-Mechanic,,
Hassan Nisar,Haider Bilal,73928-1244862-4,3410202986,"97 Street, Liaquatabad,City",Flat Tire Mechanic,24.9046605,67.0472374
Muhammad Nisar,Arsalan Afzal,17459-2531127-2,3559004929,"641 Street, Five Star,City",Painter,,
Ali Faizan,Hassan Muhammad,69510-1475572-3,3553438944,"79 Street, Orangi,Town",Flat Tire Mechanic,24.9517285,67.00227149999999
Afzal Afzal,Qamar Ali,67161-5756248-2,3925965251,"11 Avenue, Orangi,Town",Key Maker,24.9517285,67.00227149999999
Arsalan Arsalan,Qazi Mairaj Qazi Mairaj,73963-7380659-3,3625436399,"599 Avenue, Johar,City",Painter,,
Muhammad Muhammad,Hassan Ahmed,18778-8981774-6,3019393791,"858 Avenue, Saddar,Town",Painter,24.8531846,67.0166725
Hassan Haider,Nisar Muhammad,80417-3278081-9,3174166427,"907 Street, Kimari,City",Denter,29.2997442,47.7277274
Ahmed Afzal,Hassan Arsalan,97239-4235051-2,3346468318,"500 Avenue, Korangi,City",Key Maker,24.8387414,67.1209226
Muhammad Ali,Qazi Mairaj Nisar,54970-8372111-3,3537945517,"233 Street, Orangi,Town",Auto Mechanic,24.9517285,67.00227149999999
Muhammad Qazi Mairaj,Bilal Qamar,19913-6329752-9,3099358020,"720 Street, Korangi,Town",Painter,24.8387414,67.1209226
Qazi Mairaj Hassan,Hassan Afzal,34484-5685277-3,3513995129,"316 Road, Orangi,City",Painter,24.9517285,67.00227149999999
Arsalan Nisar,Muhammad Qamar,56218-7409537-4,3801998290,"486 Avenue, Gulshan,Town",Auto Mechanic,24.9180271,67.0970916
Arsalan Arsalan,Arsalan Muhammad,85190-6250815-8,3231295348,"272 Road, Liaquatabad,City",Denter,24.9046605,67.0472374
Afzal Afzal,Hassan Faizan,43402-3649952-7,3234577351,"668 Road, Johar,Town",Flat Tire Mechanic,31.469693,74.27284610000001
Qamar Arsalan,Muhammad Arsalan,66732-7427674-4,3918442022,"121 Street, Kimari,Town",Electrician,24.8787702,66.87899999999999
Afzal Hassan,Haider Muhammad,67127-9251298-1,3478414491,"874 Avenue, Gulshan,Town",Painter,24.9180271,67.0970916
Bilal Haider,Muhammad Ali,40724-1153462-9,3749705372,"849 Street, Five Star,Town",Body-Mechanic,,
Hassan Bilal,Ahmed Muhammad,96240-6172671-5,3289400490,"285 Street, Kimari,Town",Key Maker,24.8787702,66.87899999999999
Bilal Haider,Hassan Ali,88596-3429319-5,3105268914,"247 Street, Kimari,City",Key Maker,,
Hassan Hassan,Muhammad Ali,25512-1975654-3,3170009526,"9 Avenue, Kimari,Town",Denter,24.8787702,66.87899999999999
Haider Qamar,Arsalan Nisar,49575-9685419-2,3651570593,"574 Street, Five Star,Town",Key Maker,,
Qamar Qamar,Muhammad Arsalan,92332-5777145-5,3556255512,"936 Road, Gulshan,City",Key Maker,33.2573986,73.1455467
