original_Name,original_Father's Name,original_ID Number,original_Phone Number,original_Address,original_Specialty,lat,lon,formatted,housenumber,name,street,postcode,county,district,suburb,city,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
Qazi Mairaj Bilal,Muhammad Ahmed,67609-1950633-8,03925917718,"475 Road, Saddar,City",Auto Mechanic,32.4993622,74.5461459,"Railway Road, Old City, Sialkot 51300, Pakistan",,Railway Road,Railway Road,51300,,Mohallah Bajranpura,Old City,Sialkot,Punjab,PB,Pakistan,pk,0.42525,0.9,0.5103,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Bilal,Qazi Mairaj Nisar,51868-7669108-3,03346510398,"748 Avenue, Five Star,Town",Denter,24.964267200000002,67.05649281016869,"Sunny Avenue, ST-5 Shahrah-e-Zahid Hussain, Pukhtunabad, Karachi Division 75850, Pakistan",ST-5,Sunny Avenue,Shahrah-e-Zahid Hussain,75850,Karachi,North Karachi Sector 7 D 2,Pukhtunabad,Karachi Division,Sindh,SD,Pakistan,pk,0.2700000000000001,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Muhammad,Muhammad Ahmed,17569-5011612-9,03402030597,"659 Street, Johar,City",Flat Tire Mechanic,,,,,,,,,,,,,,,,,,,,,
Ali Nisar,Muhammad Afzal,66761-3222576-2,03441374110,"967 Street, Five Star,City",Denter,,,,,,,,,,,,,,,,,,,,,
Haider Qamar,Qamar Nisar,21705-6068063-7,03762004723,"797 Street, Korangi,Town",Body-Mechanic,24.8259096,67.1066858,"Allahwala Town Sector A, Street 6, Korangi, Karachi Division 74900, Pakistan",,Allahwala Town Sector A,Street 6,74900,,Korangi,Korangi,Karachi Division,Sindh,SD,Pakistan,pk,0.6000000000000001,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Haider,Haider Arsalan,64329-1716624-3,03418052673,"638 Road, Korangi,Town",Auto Mechanic,24.8470249,67.1619649,"Main Korangi Road, Bagh-e-Korangi, Landhi Town 75120, Pakistan",,Main Korangi Road,Main Korangi Road,75120,,Landhi Town,Bagh-e-Korangi,Landhi Town,Sindh,SD,Pakistan,pk,0.6138947368421053,0.9,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Faizan,Afzal Arsalan,79101-2503495-9,03544302337,"468 Street, Orangi,Town",Denter,24.93745,66.998323,"Street 4, Mominabad, Karachi Division 75840, Pakistan",,,Street 4,75840,Karachi,Orangi Sector 11,Mominabad,Karachi Division,Sindh,SD,Pakistan,pk,0.47385000000000005,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Qazi Mairaj,Muhammad Afzal,55967-3051223-9,03550714868,"561 Avenue, Gulshan,City",Electrician,,,,,,,,,,,,,,,,,,,,,
Muhammad Ali,Hassan Bilal,96670-2018985-6,03976396541,"326 Street, Gulshan,Town",Flat Tire Mechanic,31.483405,74.236167,"Gulshan Town, Lahore, PB, Pakistan",,Gulshan Town,,,Lahore,,Gulshan Town,Lahore,Punjab,PB,Pakistan,pk,0.9,0.9,,,,https://www.whosonfirst.org/docs/licenses/
Ali Haider,Afzal Muhammad,90352-6006452-8,03197367914,"606 Road, Liaquatabad,Town",Flat Tire Mechanic,24.900508,67.040089,"Service Road, C Area Liaquatabad, Karachi 75900, Pakistan",,,Service Road,75900,Karachi,,C Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.5071304347826088,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ali Bilal,Qamar Nisar,72282-8284020-3,03348511092,"573 Road, Five Star,City",Auto Mechanic,,,,,,,,,,,,,,,,,,,,,
Ali Muhammad,Hassan Afzal,77138-8853139-6,03643422797,"699 Avenue, Orangi,City",Body-Mechanic,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Afzal,Ahmed Qazi Mairaj,83541-2613929-3,03613112190,"246 Street, Kimari,Town",Painter,31.4593594,74.4045801,"246 Street 6, DHA Phase V, Keer 54100, Pakistan",246,,Street 6,54100,Lahore,Sui Gas Cop Society,DHA Phase V,Keer,Punjab,PB,Pakistan,pk,0.81,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Arsalan,Faizan Haider,18200-3555612-7,03878289238,"618 Road, Korangi,City",Body-Mechanic,,,,,,,,,,,,,,,,,,,,,
Qazi Mairaj Hassan,Arsalan Nisar,37168-3371426-8,03256737063,"412 Road, Saddar,City",Electrician,32.4993622,74.5461459,"Railway Road, Old City, Sialkot 51300, Pakistan",,Railway Road,Railway Road,51300,,Mohallah Bajranpura,Old City,Sialkot,Punjab,PB,Pakistan,pk,0.42525,0.9,0.5103,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qamar Muhammad,Qamar Afzal,62484-3337767-8,03323741546,"436 Street, Johar,City",Key Maker,,,,,,,,,,,,,,,,,,,,,
Ahmed Arsalan,Haider Afzal,81807-2872000-1,03969592138,"479 Road, Korangi,City",Body-Mechanic,,,,,,,,,,,,,,,,,,,,,
Muhammad Faizan,Qazi Mairaj Hassan,10062-9092274-3,03803886514,"483 Street, Johar,Town",Denter,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Qazi Mairaj Haider,Arsalan Afzal,32322-7935640-6,03648450343,"558 Road, Johar,City",Electrician,,,,,,,,,,,,,,,,,,,,,
Ahmed Nisar,Hassan Qamar,22576-6857924-2,03080239722,"889 Street, Johar,Town",Key Maker,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Nisar Nisar,Muhammad Ali,46360-6412284-8,03469391076,"391 Avenue, Kimari,Town",Auto Mechanic,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.44550000000000006,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Muhammad Muhammad,Muhammad Bilal,85442-8254922-2,03948884654,"36 Street, Orangi,Town",Electrician,24.78242,67.055085,"36th Street, DHA Phase 6, Karachi 74500, Pakistan",,,36th Street,74500,Karachi,,DHA Phase 6,Karachi,Sindh,SD,Pakistan,pk,0.12216066481994463,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Nisar,Faizan Muhammad,95748-8817305-7,03714723273,"817 Road, Saddar,City",Flat Tire Mechanic,32.4993622,74.5461459,"Railway Road, Old City, Sialkot 51300, Pakistan",,Railway Road,Railway Road,51300,,Mohallah Bajranpura,Old City,Sialkot,Punjab,PB,Pakistan,pk,0.42525,0.9,0.5103,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ali Ahmed,Muhammad Hassan,15432-6093036-8,03709814413,"467 Avenue, Saddar,Town",Painter,24.8035208,67.0351632,"Saba Avenue, Zamzama, Defence 75600, Pakistan",,Saba Avenue,Saba Avenue,75600,,DHA Phase 5,Zamzama,Defence,Sindh,SD,Pakistan,pk,0.2321865,0.63,0.35720999999999997,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Muhammad,Ali Afzal,46574-3901662-6,03110854052,"186 Street, Five Star,Town",Auto Mechanic,24.78759005,67.06061805,"186 28th Street, DHA Phase 6, Karachi Division 74500, Pakistan",186,,28th Street,74500,Karachi,DHA Phase 6,DHA Phase 6,Karachi Division,Sindh,SD,Pakistan,pk,0.17013232514177698,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Bilal,Haider Nisar,38968-9796093-1,03617922906,"910 Street, Saddar,City",Body-Mechanic,33.9969805,71.5405062,"Hasrat Street, Nothia, Peshawar Cantonment 25000, Pakistan",,Hasrat Street,Hasrat Street,25000,,,Nothia,Peshawar Cantonment,Khyber Pakhtunkhwa,KP,Pakistan,pk,0.36855,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arsalan Arsalan,Nisar Qazi Mairaj,93850-5614276-8,03502287255,"190 Street, Liaquatabad,Town",Body-Mechanic,24.898417,67.0502479,"Street 26, Liaquatabad, Liquatabad Town 75900, Pakistan",,Street 26,Street 26,75900,,B 1 Area Liaquatabad,Liaquatabad,Liquatabad Town,Sindh,SD,Pakistan,pk,0.4536,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Haider Bilal,Ahmed Qamar,23704-2392140-5,03653217213,"745 Road, Gulshan,City",Body-Mechanic,,,,,,,,,,,,,,,,,,,,,
Qamar Haider,Faizan Faizan,39240-3901316-5,03767954805,"638 Avenue, Orangi,City",Electrician,24.85019515,67.00315454118743,"Trade Avenue, Grant Road, Serai Quarter, Karachi Division 72500, Pakistan",,Trade Avenue,Grant Road,72500,Karachi,,Serai Quarter,Karachi Division,Sindh,SD,Pakistan,pk,0.4009500000000001,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ahmed Hassan,Muhammad Afzal,83455-5441535-3,03764707166,"39 Road, Korangi,Town",Denter,24.8470249,67.1619649,"Main Korangi Road, Bagh-e-Korangi, Landhi Town 75120, Pakistan",,Main Korangi Road,Main Korangi Road,75120,,Landhi Town,Bagh-e-Korangi,Landhi Town,Sindh,SD,Pakistan,pk,0.648,0.9,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Nisar,Muhammad Ali,31549-6453888-8,03493120955,"983 Road, Saddar,Town",Painter,33.598828,73.059156,"Burton Road, Saddar, Rawalpindi, Pakistan",,,Burton Road,,Rawalpindi,,Saddar,Rawalpindi,Punjab,PB,Pakistan,pk,0.55,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Ali,Nisar Qazi Mairaj,24555-8777266-4,03416962343,"564 Street, Liaquatabad,City",Body-Mechanic,24.898342,67.042207,"48th Street, C Area Liaquatabad, Karachi, Pakistan",,,48th Street,,Karachi,,C Area Liaquatabad,Karachi,Sindh,SD,Pakistan,pk,0.52488,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilal Arsalan,Qazi Mairaj Bilal,40736-7068352-9,03115811343,"245 Road, Orangi,Town",Denter,24.9499909,66.980492,"L Block Road, Chisti Nagar, Karachi Division 75840, Pakistan",,L Block Road,L Block Road,75840,,Orangi Town,Chisti Nagar,Karachi Division,Sindh,SD,Pakistan,pk,0.63,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Bilal,Muhammad Qazi Mairaj,74625-5075316-8,03834989879,"396 Street, Gulshan,City",Painter,,,,,,,,,,,,,,,,,,,,,
Arsalan Muhammad,Qazi Mairaj Ahmed,50963-2586820-5,03927716611,"763 Street, Johar,Town",Key Maker,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Nisar Bilal,Afzal Haider,72898-3040658-1,03795405199,"314 Street, Johar,City",Auto Mechanic,,,,,,,,,,,,,,,,,,,,,
Ali Qamar,Ali Qazi Mairaj,32886-6433560-5,03548736797,"932 Street, Five Star,Town",Electrician,33.549685,73.128536,"Street 5, Bahria Town, Rawalpindi, Pakistan",,,Street 5,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.18527410207939513,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Faizan Ali,Afzal Ali,66606-3857314-3,03794001928,"343 Street, Kimari,City",Painter,31.46538565,74.42327060372732,"A 343 Street 13, Defence, Sultan Colony 54100, Pakistan",A 343,,Street 13,54100,Lahore,,Defence,Sultan Colony,Punjab,PB,Pakistan,pk,0.28350000000000003,0.63,0.5670000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hassan Hassan,Faizan Muhammad,84727-9289598-1,03544917622,"158 Avenue, Korangi,Town",Painter,31.55393,74.39286,"L217/2 Street 158, Ghaziabad, Lahore 54850, Pakistan",L217/2,,Street 158,54850,Lahore,Kumharpura,Ghaziabad,Lahore,Punjab,PB,Pakistan,pk,0.1285714285714286,0.63,0.5670000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Qazi Mairaj Muhammad,Nisar Afzal,37109-9796548-3,03307815553,"946 Road, Johar,Town",Body-Mechanic,31.99023,74.21534,"Town, Gujranwala, Pakistan",,,,,Gujranwala,,,Town,Punjab,PB,Pakistan,pk,0.11111111111111113,1,,,,https://www.whosonfirst.org/docs/licenses/
Arsalan Muhammad,Muhammad Afzal,29474-5635884-6,03123633258,"576 Avenue, Korangi,Town",Denter,33.551749,73.132651,"Central Avenue, Bahria Town, Rawalpindi, Pakistan",,,Central Avenue,,Rawalpindi,,Bahria Town,Rawalpindi,Punjab,PB,Pakistan,pk,0.4242857142857143,0.9,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
